0.107636	3.83801e+10
0.0477295	5.18393e+10
0.132805	1.27436e+10
0.100923	7.07158e+09
0.107548	4.99203e+08
0.152823	8.26716e+10
0.0317018	4.94434e+10
0.0885138	2.88239e+09
0.0663224	6.32881e+09
0.0424112	2.0322e+10
0.0522574	6.95731e+10
0.084968	1.17203e+09
0.0459318	5.81224e+10
0.103008	5.52918e+10
0.108866	4.33651e+10
0.0746481	2.47017e+10
0.178812	2.45308e+10
0.128239	8.33702e+09
0.0657283	6.58506e+09
0.0658755	8.07339e+09
0.0636707	5.31008e+10
0.0814753	1.00553e+10
0.131679	3.48737e+10
0.00715847	1.10495e+11
0.0778924	2.22648e+10
0.166823	3.8891e+10
0.0289366	3.16919e+10
0.093026	1.74512e+10
0.0435541	1.54475e+10
0.0752216	3.08531e+10
0.0359444	6.28689e+08
0.151656	2.49318e+10
0.0617092	2.65605e+10
0.116295	2.62011e+10
0.0307772	3.77096e+09
0.10234	7.8241e+09
0.00620792	2.68454e+10
0.0653396	4.53774e+10
0.0176993	4.29046e+10
0.0851534	1.72532e+10
0.0312631	8.52684e+09
0.0632701	7.95617e+09
0.0524703	3.02601e+09
0.056466	5.34277e+10
0.107324	5.34996e+10
0.128508	1.39689e+09
0.0538913	8.54363e+09
0.123062	5.93872e+10
0.0763995	3.22625e+10
0.140818	1.77385e+09
0.0276468	2.17374e+10
0.0922533	3.69523e+10
0.0311351	6.53868e+09
0.0250383	2.09371e+10
0.0968293	3.03006e+10
0.0258663	1.17288e+10
0.0425325	4.13684e+09
0.133184	1.09046e+10
0.0621603	1.18593e+10
0.0521704	2.15472e+09
0.157089	6.42172e+09
0.027741	1.94471e+10
0.0656927	1.20765e+10
0.135909	3.12464e+10
0.0323132	2.53945e+10
0.0266047	4.3036e+10
0.151379	8.60299e+10
0.03305	1.41487e+10
0.143036	2.71824e+10
0.126989	1.91939e+10
0.0541465	2.72753e+10
0.0942125	5.78834e+09
0.109887	6.61635e+10
0.120194	5.81406e+09
0.066839	4.49848e+10
0.0702759	4.17358e+10
0.108754	8.23078e+09
0.0396187	5.85476e+08
0.0413453	2.71693e+09
0.123361	1.25605e+10
0.092638	9.16237e+09
0.0275346	2.95641e+09
0.108238	9.95887e+09
0.114957	8.40299e+09
0.157046	2.62864e+10
0.0338925	1.50316e+10
0.0279882	1.10651e+10
0.0186151	1.2851e+10
0.106521	1.83905e+10
0.0839002	1.09419e+11
0.00870229	2.16495e+10
0.116592	1.6694e+09
0.132969	8.23176e+09
0.102542	6.14191e+10
0.0351426	3.71353e+10
0.0875173	9.77689e+09
0.0956176	1.09738e+10
0.0299625	8.32537e+09
0.0383571	3.34337e+10
0.161641	7.16889e+10
0.0709931	9.54734e+09
0.12417	4.9941e+09
