2.88	0	0	1
2.88	0	0	1
2.88	0.511212	0.0494603	0.328331
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	-0.478912	-0.354972	0.935106
2.88	1.4452	-0.561773	0.477318
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	-0.1451	0.232309	0.952606
2.88	0	0	1
2.88	0.607279	-0.536787	0.603927
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0.644862	0.249995	0.698859
2.88	0.303856	-0.0381284	0.526345
2.88	0	0	1
2.88	0	0	1
2.88	-0.0228233	-0.593186	0.651563
2.88	0	0	1
2.88	0.161458	-0.108464	0.885354
2.88	0	0	1
2.88	0.0747819	0.0385665	1
2.88	0.383104	0.545199	0.6196
2.88	-0.058035	0.538082	0.861348
2.88	0.707522	0.725789	0.733865
2.88	0.194759	0.174956	0.737225
2.88	0	0	1
2.88	0	0	1
2.88	-0.205365	-0.0409733	0.659209
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	-0.799308	-0.669908	0.668496
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0.211011	-0.387738	0.885442
2.88	-0.393611	-0.093679	0.221398
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0.916717	-0.111655	0.702555
2.88	0.401948	0.248953	0.811425
2.88	0	0	1
2.88	0	0	1
2.88	-0.109508	0.0981291	0.993013
2.88	-0.271047	-0.26099	0.974591
2.88	0.235589	-0.697412	0.572532
2.88	-0.377272	-0.957949	0.88469
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	-0.454215	-0.000612723	0.967939
2.88	-0.0090431	0.0397054	1
2.88	-0.0351719	1.01874	0.805814
2.88	-0.0876842	-0.102842	1
2.88	0	0	1
2.88	-0.0307321	-0.0483149	0.995143
2.88	0.22649	-1.10654	0.830441
2.88	0.169147	0.0864927	0.987725
2.88	0	0	1
2.88	0	0	1
2.88	-0.0209989	-0.000508924	1
2.88	-0.00992537	0.0129756	0.899688
2.88	0	0	1
2.88	-0.806542	0.271781	0.491349
2.88	0	0	1
2.88	-0.733296	-0.301701	0.668199
2.88	0	0	1
2.88	0	0	1
2.88	0.000662922	0.00135818	1
2.88	-0.118345	0.262806	0.866158
2.88	0	0	1
2.88	0.0926178	-0.268519	0.977889
2.88	-0.050953	0.0272912	0.978015
2.88	0	0	1
2.88	-0.809734	-1.94666	0.71706
2.88	-0.123283	-0.860197	0.464724
2.88	-0.100894	-0.569177	0.836836
2.88	0	0	1
2.88	0.147121	0.38877	0.825179
2.88	-0.358293	0.30756	0.890719
2.88	0	0	1
2.88	0	0	1
2.88	0.0258802	0.0364136	0.515565
2.88	0	0	1
2.88	0	0	1
2.88	-0.10037	-0.162901	0.846517
2.88	0	0	1
2.88	-0.260677	-0.666811	0.744073
2.88	0	0	1
2.88	0.192827	-0.614958	0.600082
2.88	-0.00639187	0.00624216	0.74959
2.88	0	0	1
2.88	0	0	1
2.88	-0.0484385	0.242119	0.810082
2.88	0	0	1
2.88	-0.014672	-0.337269	0.736524
2.88	0	0	1
2.88	0	0	1
2.88	0.711392	-0.391706	0.92572
2.88	0	0	1
2.88	0	0	1
2.88	-0.740495	-1.01404	0.592098
2.88	-0.0925262	-0.23167	0.819153
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0.00968742	-0.67479	0.791853
2.88	0	0	1
2.88	0	0	1
2.88	-0.137577	-0.106436	1
2.88	0.0171783	0.0649981	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0.199789	-0.0128654	0.63179
2.88	-0.314572	-0.364761	0.697421
2.88	0	0	1
2.88	0.217062	-0.236523	0.984939
2.88	0	0	1
2.88	-0.0649376	0.0794858	0.911256
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0.0532657	0.0898663	0.791416
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	1.26199	0.190625	0.882162
2.88	0.566588	0.515156	0.33204
2.88	0.0816383	0.0493417	0.662633
2.88	0	0	1
2.88	-1.23797	-1.21632	0.643726
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	0	0	1
2.88	-0.270137	-0.258047	0.912773
2.88	0	0	1
2.88	-1.11668	0.299374	0.07525
2.88	0	0	1
2.88	-0.805874	-0.121876	0.612809
2.88	0	0	1
2.88	0.00274291	0.186106	0.875711
2.88	0.0289809	-0.198657	0.957557
2.88	-0.658506	-0.330822	0.672872
2.88	-0.0252653	0.00245394	0.508122
